player,team,position,age,club,games,minutes,goals,assists,cards_yellow,cards_red,shots,shots_on_target,goals_per_shot,goals_per_shot_on_target,minutes_per_game,fouls,fouled,offsides,crosses,interceptions,tackles_won,goals_per_90,assist_per_90,cards_per_fouls_per_90,bad_discipline,age_binned
Edmilson Junior,Qatar,MF,31,Unattached,3,210,0,1,0,0,3,2,0.0,0.0,70.0,4,2,1,4,0,1,0.0,0.4285,0.0,0.0,31-35
Hassan Al-Haydos,Qatar,MF,35,Unattached,2,57,1,0,0,0,1,1,1.0,1.0,29.0,1,1,0,0,0,0,1.579,0.0,0.0,0.0,31-35
Homam Ahmed,Qatar,DF,26,Cultural Leonesa,2,122,0,1,0,1,1,0,0.0,0.0,61.0,4,0,0,3,3,1,0.0,0.738,0.738,2.213,26-30
Issa Laye,Qatar,MF,28,Unattached,3,270,0,0,0,0,1,0,0.0,0.0,90.0,0,3,0,0,1,1,0.0,0.0,0.0,0.0,26-30
Jassem Gaber,Qatar,MF,24,Unattached,3,149,0,0,1,0,0,0,0.0,0.0,50.0,7,0,0,0,0,2,0.0,0.0,0.604,0.604,21-25
Karim Boudiaf,Qatar,MF,35,Unattached,2,102,0,0,0,0,1,0,0.0,0.0,51.0,0,2,0,0,0,0,0.0,0.0,0.0,0.0,31-35
Lucas Mendes,Qatar,DF,35,Unattached,1,4,0,0,0,0,0,0,0.0,0.0,4.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,31-35
Mahmoud Abunada,Qatar,GK,26,Unattached,3,270,0,0,1,0,0,0,0.0,0.0,90.0,1,1,0,0,0,0,0.0,0.0,0.3333,0.3333,26-30
Mohamed Manai,Qatar,DF,23,Unattached,3,69,0,0,0,0,0,0,0.0,0.0,23.0,3,0,0,0,2,0,0.0,0.0,0.0,0.0,21-25
Ró-Ró,Qatar,DF,35,Unattached,3,270,0,0,0,0,3,1,0.0,0.0,90.0,1,7,0,2,3,4,0.0,0.0,0.0,0.0,31-35
Sultan Al-Brake,Qatar,DF,30,Unattached,2,141,0,0,0,0,0,0,0.0,0.0,71.0,2,0,0,5,2,1,0.0,0.0,0.0,0.0,26-30
Yusuf Abdurisag,Qatar,FW,26,Unattached,2,98,0,0,0,0,0,0,0.0,0.0,49.0,1,2,0,0,1,2,0.0,0.0,0.0,0.0,26-30
Abdulelah Al-Amri,Saudi Arabia,DF,29,Unattached,3,239,1,0,1,0,4,2,0.25,0.5,80.0,1,0,0,1,4,2,0.3765,0.0,0.3765,0.3765,26-30
Abdullah Al-Hamdan,Saudi Arabia,FW,26,Al-Nassr,3,71,0,0,0,0,2,2,0.0,0.0,24.0,2,0,0,1,0,0,0.0,0.0,0.0,0.0,26-30
Abdullah Al-Khaibari,Saudi Arabia,MF,29,Al-Nassr,3,180,0,0,0,0,1,0,0.0,0.0,60.0,0,2,0,0,1,1,0.0,0.0,0.0,0.0,26-30
Alaa Al Hejji,Saudi Arabia,MF,30,Neom,2,32,0,0,0,0,0,0,0.0,0.0,16.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,26-30
Ali Lajami,Saudi Arabia,DF,30,Al-Hilal,3,149,0,0,0,0,0,0,0.0,0.0,50.0,0,2,0,0,3,2,0.0,0.0,0.0,0.0,26-30
Firas Al-Buraikan,Saudi Arabia,FW,26,Al-Ahli,3,238,0,0,1,0,0,0,0.0,0.0,79.0,2,3,0,0,1,0,0.0,0.0,0.3782,0.3782,26-30
Hassan Al Tambakti,Saudi Arabia,DF,27,Al-Hilal,3,212,0,0,0,0,0,0,0.0,0.0,71.0,0,1,0,0,3,3,0.0,0.0,0.0,0.0,26-30
Khalid Al Ghannam,Saudi Arabia,MF,25,Al-Ettifaq,1,1,0,0,0,0,0,0,0.0,0.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21-25
Mohamed Kanno,Saudi Arabia,MF,31,Al-Hilal,3,225,0,0,1,0,3,2,0.0,0.0,75.0,5,0,0,0,2,4,0.0,0.0,0.4,0.4,31-35
Mohammed Abu Al-Shamat,Saudi Arabia,MF,23,Al-Qadsiah,3,136,0,0,0,0,1,1,0.0,0.0,45.0,2,1,0,3,1,3,0.0,0.0,0.0,0.0,21-25
Mohammed Al-Owais,Saudi Arabia,GK,34,Al-Ula,3,270,0,0,0,0,0,0,0.0,0.0,90.0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,31-35
Moteb Al-Harbi,Saudi Arabia,DF,26,Al-Hilal,3,188,0,0,0,0,0,0,0.0,0.0,63.0,0,4,0,1,4,1,0.0,0.0,0.0,0.0,26-30
Musab Al Juwayr,Saudi Arabia,MF,22,Al-Qadsiah,3,152,0,0,0,0,0,0,0.0,0.0,51.0,1,1,2,7,1,3,0.0,0.0,0.0,0.0,21-25
Nasser Al-Dawsari,Saudi Arabia,MF,27,Al-Hilal,3,207,0,0,1,0,1,0,0.0,0.0,69.0,7,2,0,1,4,4,0.0,0.0,0.4348,0.4348,26-30
Nawaf Boushal,Saudi Arabia,DF,26,Al-Nassr,2,91,0,0,0,0,0,0,0.0,0.0,46.0,1,1,0,0,1,0,0.0,0.0,0.0,0.0,26-30
Salem Al-Dawsari,Saudi Arabia,MF,34,Al-Hilal,3,245,0,0,1,0,3,0,0.0,0.0,82.0,3,4,1,3,1,1,0.0,0.0,0.3674,0.3674,31-35
Saud Abdulhamid,Saudi Arabia,DF,26,Lens,3,269,0,0,1,0,2,0,0.0,0.0,90.0,4,2,0,5,2,9,0.0,0.0,0.3345,0.3345,26-30
Sultan Mendash,Saudi Arabia,MF,31,Al-Hilal,1,65,0,0,0,0,0,0,0.0,0.0,65.0,1,2,0,0,0,3,0.0,0.0,0.0,0.0,31-35
Aaron Hickey,Scotland,DF,24,Brentford,1,74,0,0,1,0,0,0,0.0,0.0,74.0,2,4,0,1,1,0,0.0,0.0,1.216,1.216,21-25
Andy Robertson,Scotland,DF,32,Liverpool,3,225,0,0,1,0,0,0,0.0,0.0,75.0,3,1,0,10,2,1,0.0,0.0,0.4,0.4,31-35
Angus Gunn,Scotland,GK,30,Nottingham,3,270,0,0,0,0,0,0,0.0,0.0,90.0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,26-30
Anthony Ralston,Scotland,DF,27,Celtic,2,11,0,0,0,0,1,1,0.0,0.0,6.0,2,0,0,1,0,0,0.0,0.0,0.0,0.0,26-30
Ben Gannon-Doak,Scotland,MF,20,Bournemouth,3,186,0,0,0,0,4,0,0.0,0.0,62.0,3,1,0,6,0,1,0.0,0.0,0.0,0.0,16-20
Ché Adams,Scotland,FW,29,Torino,3,145,0,0,0,0,1,1,0.0,0.0,48.0,4,2,0,0,0,1,0.0,0.0,0.0,0.0,26-30
Findlay Curtis,Scotland,MF,19,Kilmarnock,2,9,0,0,1,0,0,0,0.0,0.0,5.0,1,0,0,1,0,0,0.0,0.0,10.0,10.0,16-20
Grant Hanley,Scotland,DF,34,Hibernian,2,180,0,0,0,0,0,0,0.0,0.0,90.0,1,0,1,0,1,2,0.0,0.0,0.0,0.0,31-35
Jack Hendry,Scotland,DF,31,Al-Ettifaq,3,270,0,0,0,0,0,0,0.0,0.0,90.0,1,3,0,0,0,2,0.0,0.0,0.0,0.0,31-35
John McGinn,Scotland,MF,31,Aston Villa,3,259,1,0,0,0,3,1,0.33,1.0,86.0,2,11,0,10,0,0,0.3474,0.0,0.0,0.0,31-35
Kenny McLean,Scotland,MF,34,Norwich City,3,118,0,0,1,0,1,0,0.0,0.0,39.0,1,1,0,2,2,1,0.0,0.0,0.7627,0.7627,31-35
Kieran Tierney,Scotland,MF,29,Celtic,2,104,0,0,0,0,2,0,0.0,0.0,52.0,3,2,0,7,2,1,0.0,0.0,0.0,0.0,26-30
Lawrence Shankland,Scotland,FW,30,Hearts,2,171,0,0,0,0,4,0,0.0,0.0,86.0,5,3,1,0,0,1,0.0,0.0,0.0,0.0,26-30
Lewis Ferguson,Scotland,MF,26,Bologna,3,270,0,0,0,0,2,1,0.0,0.0,90.0,5,10,0,9,4,7,0.0,0.0,0.0,0.0,26-30
Lyndon Dykes,Scotland,FW,30,Charlton Athletic,2,36,0,0,0,0,1,0,0.0,0.0,18.0,2,0,0,1,0,0,0.0,0.0,0.0,0.0,26-30
Nathan Patterson,Scotland,DF,24,Everton,3,185,0,0,0,0,0,0,0.0,0.0,62.0,2,0,0,1,3,2,0.0,0.0,0.0,0.0,21-25
Ross Stewart,Scotland,FW,29,Southampton,1,2,0,0,0,0,0,0,0.0,0.0,2.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,26-30
Ryan Christie,Scotland,MF,31,Bournemouth,3,95,0,0,1,0,2,0,0.0,0.0,32.0,2,1,0,1,2,3,0.0,0.0,0.9473,0.9473,31-35
Scott McKenna,Scotland,DF,29,Dinamo Zagreb,1,90,0,0,0,0,0,0,0.0,0.0,90.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,26-30
Scott McTominay,Scotland,MF,29,Napoli,3,270,0,0,0,0,8,3,0.0,0.0,90.0,3,0,0,0,0,2,0.0,0.0,0.0,0.0,26-30
Abdoulaye Seck,Senegal,DF,34,Unattached,1,57,0,1,1,0,2,0,0.0,0.0,57.0,1,1,0,0,0,0,0.0,1.579,1.579,1.579,31-35
Assane Diao,Senegal,MF,20,Como,1,10,0,0,0,0,0,0,0.0,0.0,10.0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,16-20
Bamba Dieng,Senegal,FW,26,Lorient,1,8,0,0,0,0,0,0,0.0,0.0,8.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,26-30
Bara Sapoko Ndiaye,Senegal,MF,18,Bayern Munich,1,26,0,0,0,0,1,1,0.0,0.0,26.0,0,2,0,0,0,0,0.0,0.0,0.0,0.0,16-20
El Hadji Malick Diouf,Senegal,DF,21,West Ham,3,171,0,0,0,0,0,0,0.0,0.0,57.0,2,0,0,8,1,1,0.0,0.0,0.0,0.0,21-25
Habib Diarra,Senegal,MF,22,Sunderland,3,143,2,0,0,0,4,2,0.5,1.0,48.0,2,2,0,1,1,2,1.259,0.0,0.0,0.0,21-25
Ibrahim Mbaye,Senegal,MF,18,PSG,4,157,1,0,0,0,4,1,0.25,1.0,39.0,0,2,0,9,1,0,0.573,0.0,0.0,0.0,16-20
Idrissa Gueye,Senegal,MF,36,Everton,4,361,0,0,0,0,5,1,0.0,0.0,90.0,2,2,0,1,2,4,0.0,0.0,0.0,0.0,36-40
Iliman Ndiaye,Senegal,FW,26,Everton,3,114,1,2,0,0,3,2,0.33,0.5,38.0,2,1,0,2,2,0,0.7896,1.579,0.0,0.0,26-30
Ismail Jakobs,Senegal,DF,26,Galatasaray,3,219,0,0,0,0,1,0,0.0,0.0,73.0,2,0,0,18,2,2,0.0,0.0,0.0,0.0,26-30
Ismaila Sarr,Senegal,MF,28,Crystal Palace,4,364,4,1,0,0,17,6,0.24,0.6665,91.0,1,9,2,2,2,1,0.989,0.2472,0.0,0.0,26-30
Kalidou Koulibaly,Senegal,DF,34,Al-Hilal,2,161,0,0,0,0,0,0,0.0,0.0,81.0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,31-35
Krépin Diatta,Senegal,DF,27,Monaco,4,390,0,0,0,0,1,0,0.0,0.0,98.0,4,6,0,12,3,10,0.0,0.0,0.0,0.0,26-30
Lamine Camara,Senegal,MF,22,Monaco,4,248,0,1,1,0,3,0,0.0,0.0,62.0,5,3,0,7,2,1,0.0,0.3628,0.3628,0.3628,21-25
Mory Diaw,Senegal,GK,32,Le Havre,3,238,0,0,0,0,0,0,0.0,0.0,79.0,0,2,0,0,0,0,0.0,0.0,0.0,0.0,31-35
Moussa Niakhaté,Senegal,DF,30,Lyon,4,390,0,1,0,0,1,0,0.0,0.0,98.0,3,6,0,2,4,1,0.0,0.2307,0.0,0.0,26-30
Nicolas Jackson,Senegal,FW,24,Bayern Munich,4,234,0,1,0,0,7,3,0.0,0.0,59.0,2,0,5,1,1,2,0.0,0.3845,0.0,0.0,21-25
Pape Gueye,Senegal,MF,27,Villarreal,4,234,2,1,1,0,8,3,0.25,0.6665,59.0,4,2,0,3,4,1,0.769,0.3845,0.3845,0.3845,26-30
Pape Matar Sarr,Senegal,MF,23,Tottenham,2,67,0,0,0,0,4,0,0.0,0.0,34.0,1,0,0,0,1,0,0.0,0.0,0.0,0.0,21-25
Pathé Ciss,Senegal,DF,32,Rayo Vallecano,4,184,0,0,0,0,2,1,0.0,0.0,46.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,31-35
Sadio Mané,Senegal,MF,34,Al-Nassr,4,362,0,1,0,0,6,3,0.0,0.0,91.0,4,10,3,13,3,2,0.0,0.2487,0.0,0.0,31-35
Édouard Mendy,Senegal,GK,34,Al-Ahli,2,152,0,0,0,0,0,0,0.0,0.0,76.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,31-35
Aubrey Modiba,South Africa,DF,30,Sundowns,4,346,0,0,1,0,5,1,0.0,0.0,87.0,4,6,2,11,4,5,0.0,0.0,0.26,0.26,26-30
Evidence Makgopa,South Africa,FW,26,Orlando Pirates,4,215,0,0,0,0,4,3,0.0,0.0,54.0,1,1,2,0,1,1,0.0,0.0,0.0,0.0,26-30
Ime Okon,South Africa,DF,22,Hannover 96,4,360,0,0,0,0,1,0,0.0,0.0,90.0,1,0,0,0,5,2,0.0,0.0,0.0,0.0,21-25
Iqraam Rayners,South Africa,FW,30,Sundowns,4,161,0,0,0,0,1,0,0.0,0.0,40.0,1,1,2,2,0,0,0.0,0.0,0.0,0.0,26-30
Jayden Adams,South Africa,MF,25,Sundowns,3,116,0,0,0,0,0,0,0.0,0.0,39.0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,21-25
Kamogelo Sebelebele,South Africa,DF,23,Orlando Pirates,1,7,0,0,0,0,0,0,0.0,0.0,7.0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,21-25
Khuliso Mudau,South Africa,DF,31,Sundowns,4,360,0,0,0,0,0,0,0.0,0.0,90.0,4,10,1,3,11,8,0.0,0.0,0.0,0.0,31-35
Lyle Foster,South Africa,FW,25,Burnley,1,55,0,0,0,0,1,0,0.0,0.0,55.0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,21-25
Mbekezeli Mbokazi,South Africa,DF,20,Chicago Fire,4,360,0,0,0,0,4,1,0.0,0.0,90.0,3,5,1,3,4,5,0.0,0.0,0.0,0.0,16-20
Nkosinathi Sibisi,South Africa,DF,30,Orlando Pirates,1,90,0,0,1,0,0,0,0.0,0.0,90.0,1,0,0,0,1,0,0.0,0.0,1.0,1.0,26-30
Oswin Appollis,South Africa,MF,24,Orlando Pirates,4,255,0,0,0,0,4,1,0.0,0.0,64.0,1,2,0,8,1,3,0.0,0.0,0.0,0.0,21-25
Relebohile Mofokeng,South Africa,MF,21,Orlando Pirates,3,169,0,0,0,0,3,1,0.0,0.0,56.0,3,2,0,2,0,2,0.0,0.0,0.0,0.0,21-25
Ronwen Williams,South Africa,GK,34,Sundowns,4,360,0,0,0,0,0,0,0.0,0.0,90.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,31-35
Sphephelo Sithole,South Africa,MF,27,Tondela,3,229,0,0,0,1,0,0,0.0,0.0,76.0,5,1,0,0,5,5,0.0,0.0,0.393,1.179,26-30
Teboho Mokoena,South Africa,MF,29,Sundowns,3,270,1,0,2,0,4,2,0.0,0.5,90.0,3,6,0,5,5,3,0.3333,0.0,0.6665,0.6665,26-30
Thalente Mbatha,South Africa,MF,26,Orlando Pirates,4,260,0,0,1,0,4,1,0.0,0.0,65.0,4,0,0,4,5,2,0.0,0.0,0.3462,0.3462,26-30
Thapelo Maseko,South Africa,MF,22,Unattached,3,242,1,0,0,0,8,1,0.13,1.0,81.0,4,10,0,2,2,1,0.3718,0.0,0.0,0.0,21-25
Themba Zwane,South Africa,FW,36,Sundowns,1,23,0,0,0,1,0,0,0.0,0.0,23.0,1,0,0,0,0,0,0.0,0.0,3.912,11.74,36-40
Tshepang Moremi,South Africa,MF,25,Orlando Pirates,2,34,0,1,0,0,0,0,0.0,0.0,17.0,1,1,0,0,0,1,0.0,2.646,0.0,0.0,21-25
Aymeric Laporte,Spain,DF,32,Athletic Club,8,727,0,1,1,0,5,2,0.0,0.0,91.0,5,4,0,1,14,3,0.0,0.1238,0.1238,0.1238,31-35
Borja Iglesias,Spain,FW,33,Celta Vigo,1,1,0,0,0,0,0,0,0.0,0.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,31-35
Dani Olmo,Spain,MF,28,Barcelona,8,491,0,2,0,0,13,2,0.0,0.0,61.0,6,10,0,1,1,5,0.0,0.3667,0.0,0.0,26-30
Eric García,Spain,DF,25,Barcelona,1,22,0,0,0,0,0,0,0.0,0.0,22.0,1,0,0,0,1,0,0.0,0.0,0.0,0.0,21-25
Fabián Ruiz Peña,Spain,MF,30,PSG,8,321,1,0,0,0,8,2,0.13,0.5,40.0,1,3,0,9,4,3,0.2803,0.0,0.0,0.0,26-30
Ferran Torres,Spain,FW,26,Barcelona,8,288,1,1,1,0,14,4,0.07,0.25,36.0,6,4,3,4,0,0,0.3125,0.3125,0.3125,0.3125,26-30
Gavi,Spain,FW,21,Barcelona,2,76,0,0,0,0,1,0,0.0,0.0,38.0,2,1,0,2,1,2,0.0,0.0,0.0,0.0,21-25
Lamine Yamal,Spain,MF,18,Barcelona,8,614,1,0,0,0,27,12,0.04,0.0833,77.0,14,9,7,34,2,9,0.1466,0.0,0.0,0.0,16-20
Marc Cucurella,Spain,DF,27,Chelsea,8,750,0,2,1,0,5,3,0.0,0.0,94.0,8,5,4,13,7,4,0.0,0.24,0.12,0.12,26-30
Marc Pubill,Spain,DF,22,Atlético Madrid,1,1,0,0,0,0,0,0,0.0,0.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21-25
Marcos Llorente,Spain,DF,31,Atlético Madrid,3,187,0,1,0,0,0,0,0.0,0.0,62.0,2,1,0,4,1,6,0.0,0.4812,0.0,0.0,31-35
Martín Zubimendi,Spain,MF,27,Arsenal,1,22,0,0,0,0,0,0,0.0,0.0,22.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,26-30
Mikel Merino,Spain,MF,29,Arsenal,8,199,2,0,0,0,5,3,0.4,0.6665,25.0,6,8,0,1,3,2,0.9043,0.0,0.0,0.0,26-30
Mikel Oyarzabal,Spain,FW,29,Real Sociedad,8,601,5,1,0,0,23,12,0.17,0.4167,75.0,4,5,1,3,1,5,0.7485,0.1498,0.0,0.0,26-30
Nico Williams,Spain,MF,23,Athletic Club,6,113,0,1,0,0,4,2,0.0,0.0,19.0,2,1,1,9,1,1,0.0,0.7964,0.0,0.0,21-25
Pau Cubarsí,Spain,DF,19,Barcelona,8,750,0,0,1,0,4,2,0.0,0.0,94.0,4,5,0,1,4,4,0.0,0.0,0.12,0.12,16-20
Pedri,Spain,MF,23,Barcelona,8,499,0,0,1,0,5,2,0.0,0.0,62.0,4,5,1,13,10,8,0.0,0.0,0.1804,0.1804,21-25
Pedro Porro,Spain,DF,26,Tottenham,6,563,2,0,0,0,7,3,0.29,0.6665,94.0,10,9,0,24,8,11,0.3198,0.0,0.0,0.0,26-30
Rodri,Spain,MF,29,Manchester City,8,724,0,0,0,0,7,0,0.0,0.0,91.0,11,9,1,4,3,20,0.0,0.0,0.0,0.0,26-30
Unai Simón,Spain,GK,29,Athletic Club,8,750,0,0,0,0,0,0,0.0,0.0,94.0,0,3,0,0,0,0,0.0,0.0,0.0,0.0,26-30
Yéremy Pino,Spain,FW,23,Crystal Palace,2,70,0,0,0,0,0,0,0.0,0.0,35.0,2,0,1,1,0,0,0.0,0.0,0.0,0.0,21-25
Álex Baena,Spain,MF,24,Atlético Madrid,7,481,1,1,1,0,12,5,0.08,0.2,69.0,13,7,2,41,2,5,0.1871,0.1871,0.1871,0.1871,21-25
Alexander Bernhardsson,Sweden,MF,27,Holstein Kiel,3,217,0,0,0,0,1,1,0.0,0.0,72.0,2,4,0,3,2,2,0.0,0.0,0.0,0.0,26-30
Alexander Isak,Sweden,FW,26,Liverpool,4,357,1,3,0,0,8,6,0.13,0.1666,89.0,4,1,5,3,0,2,0.2522,0.7563,0.0,0.0,26-30
Anthony Elanga,Sweden,MF,24,Newcastle,4,217,2,0,0,0,3,3,0.67,0.6665,54.0,0,7,1,12,2,0,0.8296,0.0,0.0,0.0,21-25
Benjamin Nygren,Sweden,MF,24,Celtic,4,130,0,0,0,0,1,0,0.0,0.0,33.0,3,0,0,5,0,0,0.0,0.0,0.0,0.0,21-25
Besfort Zeneli,Sweden,MF,23,Union SG,2,60,0,0,0,0,1,1,0.0,0.0,30.0,1,0,0,1,1,0,0.0,0.0,0.0,0.0,21-25
Carl Starfelt,Sweden,DF,31,Celta Vigo,1,4,0,0,0,0,0,0,0.0,0.0,4.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,31-35
Daniel Svensson,Sweden,DF,24,Dortmund,3,98,0,0,0,0,1,0,0.0,0.0,33.0,0,0,1,2,1,2,0.0,0.0,0.0,0.0,21-25
Elliot Stroud,Sweden,MF,23,Mjällby,4,166,0,0,0,0,1,0,0.0,0.0,42.0,3,1,0,4,3,0,0.0,0.0,0.0,0.0,21-25
Gabriel Gudmundsson,Sweden,MF,27,Leeds United,4,330,0,0,1,0,0,0,0.0,0.0,83.0,5,7,0,4,5,3,0.0,0.0,0.2727,0.2727,26-30
Gustaf Lagerbielke,Sweden,DF,26,Braga,4,360,0,0,0,0,3,1,0.0,0.0,90.0,1,3,1,1,5,5,0.0,0.0,0.0,0.0,26-30
Gustaf Nilsson,Sweden,FW,29,Club Brugge,1,2,0,0,0,0,1,0,0.0,0.0,2.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,26-30
Isak Hien,Sweden,DF,27,Atalanta,3,216,0,0,1,0,0,0,0.0,0.0,72.0,3,3,0,0,1,3,0.0,0.0,0.4167,0.4167,26-30
Jacob Widell Zetterström,Sweden,GK,27,Derby County,2,180,0,0,0,0,0,0,0.0,0.0,90.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,26-30
Jesper Karlström,Sweden,MF,30,Udinese,2,138,0,0,0,0,1,0,0.0,0.0,69.0,3,0,0,0,1,3,0.0,0.0,0.0,0.0,26-30
Ken Sema,Sweden,FW,32,Unattached,1,16,0,0,0,0,1,0,0.0,0.0,16.0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,31-35
Kristoffer Nordfeldt,Sweden,GK,36,AIK Stockholm,2,180,0,0,0,0,0,0,0.0,0.0,90.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,36-40
Lucas Bergvall,Sweden,MF,20,Tottenham,4,181,0,1,1,0,2,0,0.0,0.0,45.0,7,4,0,3,2,2,0.0,0.4973,0.4973,0.4973,16-20
Mattias Svanberg,Sweden,MF,27,Wolfsburg,2,16,1,0,0,0,3,2,0.33,0.5,8.0,0,1,0,0,1,1,5.625,0.0,0.0,0.0,26-30
Taha Ali,Sweden,FW,27,Malmö,2,37,0,0,0,0,0,0,0.0,0.0,19.0,0,2,0,1,0,0,0.0,0.0,0.0,0.0,26-30
Victor Lindelöf,Sweden,DF,31,Aston Villa,4,356,0,0,0,0,2,0,0.0,0.0,89.0,3,0,0,0,4,1,0.0,0.0,0.0,0.0,31-35
Viktor Gyökeres,Sweden,FW,28,Arsenal,4,360,1,2,1,0,12,6,0.08,0.1666,90.0,4,7,1,1,0,1,0.25,0.5,0.25,0.25,26-30
Yasin Ayari,Sweden,MF,22,Brighton,4,339,2,0,1,0,7,3,0.29,0.6665,85.0,4,8,0,19,3,4,0.531,0.0,0.2654,0.2654,21-25
Ardon Jashari,Switzerland,MF,23,Milan,3,72,0,0,0,0,2,0,0.0,0.0,24.0,2,1,0,1,0,0,0.0,0.0,0.0,0.0,21-25
Breel Embolo,Switzerland,FW,29,Rennes,6,501,2,2,2,1,10,5,0.1,0.4,84.0,9,11,4,1,2,0,0.3594,0.3594,0.539,0.8984,26-30
Cedric Itten,Switzerland,FW,29,Düsseldorf,3,42,0,0,0,0,0,0,0.0,0.0,14.0,4,2,0,1,0,0,0.0,0.0,0.0,0.0,26-30
Christian Fassnacht,Switzerland,FW,32,Young Boys,1,6,0,0,0,0,0,0,0.0,0.0,6.0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,31-35
Dan Ndoye,Switzerland,MF,25,Nottingham,6,406,2,0,0,0,16,8,0.13,0.25,68.0,5,16,4,11,4,5,0.4434,0.0,0.0,0.0,21-25
Denis Zakaria,Switzerland,DF,29,Monaco,4,357,0,0,2,0,5,2,0.0,0.0,89.0,4,0,1,13,9,5,0.0,0.0,0.5044,0.5044,26-30
Djibril Sow,Switzerland,MF,29,Sevilla,4,253,0,0,0,0,2,1,0.0,0.0,63.0,5,4,0,3,2,1,0.0,0.0,0.0,0.0,26-30
Eray Cömert,Switzerland,DF,28,Valencia,1,31,0,0,0,0,0,0,0.0,0.0,31.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,26-30
Fabian Rieder,Switzerland,MF,24,Augsburg,5,302,0,0,0,0,7,2,0.0,0.0,60.0,3,6,0,13,1,3,0.0,0.0,0.0,0.0,21-25
Granit Xhaka,Switzerland,MF,33,Sunderland,6,600,1,0,2,0,9,2,0.0,0.5,100.0,4,12,0,4,4,4,0.15,0.0,0.3,0.3,31-35
Gregor Kobel,Switzerland,GK,28,Dortmund,6,600,0,0,0,0,0,0,0.0,0.0,100.0,0,3,0,0,0,0,0.0,0.0,0.0,0.0,26-30
Johan Manzambi,Switzerland,MF,20,Freiburg,4,199,3,2,0,0,6,3,0.5,1.0,50.0,3,3,1,3,0,0,1.356,0.9043,0.0,0.0,16-20
Luca Jaquez,Switzerland,DF,23,Stuttgart,2,78,0,0,0,0,0,0,0.0,0.0,39.0,3,1,0,2,1,0,0.0,0.0,0.0,0.0,21-25
Manuel Akanji,Switzerland,DF,30,Inter,6,600,0,0,0,0,1,1,0.0,0.0,100.0,4,4,0,0,6,9,0.0,0.0,0.0,0.0,26-30
Michel Aebischer,Switzerland,MF,29,Pisa,4,156,0,0,0,0,2,1,0.0,0.0,39.0,3,2,0,6,0,1,0.0,0.0,0.0,0.0,26-30
Miro Muheim,Switzerland,DF,28,Hamburger SV,3,87,0,0,1,0,0,0,0.0,0.0,29.0,1,3,0,2,2,1,0.0,0.0,1.034,1.034,26-30
Nico Elvedi,Switzerland,DF,29,Gladbach,6,600,0,0,1,0,3,0,0.0,0.0,100.0,5,6,0,0,6,2,0.0,0.0,0.15,0.15,26-30
Noah Okafor,Switzerland,FW,26,Leeds United,1,20,0,0,0,0,1,0,0.0,0.0,20.0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,26-30
Remo Freuler,Switzerland,MF,34,Bologna,6,592,0,0,0,0,2,1,0.0,0.0,99.0,8,3,1,5,8,5,0.0,0.0,0.0,0.0,31-35
Ricardo Rodríguez,Switzerland,DF,33,Real Betis,6,517,0,1,0,0,1,0,0.0,0.0,86.0,11,2,0,19,4,7,0.0,0.1741,0.0,0.0,31-35
Ruben Vargas,Switzerland,MF,27,Sevilla,6,284,2,1,0,0,6,4,0.33,0.5,47.0,6,6,2,23,2,2,0.634,0.317,0.0,0.0,26-30
Silvan Widmer,Switzerland,DF,33,Mainz 05,5,175,0,0,0,0,0,0,0.0,0.0,35.0,2,0,0,4,1,4,0.0,0.0,0.0,0.0,31-35
Zeki Amdouni,Switzerland,FW,25,Burnley,4,73,0,0,0,0,1,0,0.0,0.0,18.0,5,4,0,0,0,1,0.0,0.0,0.0,0.0,21-25
Ali Abdi,Tunisia,DF,32,Nice,3,269,0,0,0,0,1,0,0.0,0.0,90.0,4,1,0,4,4,8,0.0,0.0,0.0,0.0,31-35
